item_id,pedido_id,produto_id,quantidade,preco_unit,subtotal
298,161,10,5,236.68,1183.4
299,161,20,1,65.78,65.78
300,162,3,1,762.92,762.92
301,163,33,1,119.54,119.54
302,164,45,1,344.12,344.12
303,165,58,2,580.12,1160.24
304,166,64,2,66.81,133.62
305,166,71,4,1883.43,7533.72
306,166,79,2,66.15,132.3
307,167,57,5,309.44,1547.2
308,167,13,5,195.9,979.5
309,167,53,5,477.39,2386.95
310,167,2,4,159.24,636.96
311,168,61,5,1408.26,7041.3
312,168,43,1,240.77,240.77
313,169,32,5,112.33,561.65
314,170,32,3,112.33,336.99
315,170,30,3,1115.17,3345.51
316,170,24,5,33.34,166.7
317,171,65,1,43.77,43.77
318,171,69,5,852.39,4261.95
319,171,61,4,1408.26,5633.04
320,171,30,4,1115.17,4460.68
321,171,62,3,269.1,807.3
322,172,33,1,119.54,119.54
323,173,78,5,2851.02,14255.1
324,174,71,5,1883.43,9417.15
325,174,34,5,150.04,750.2
326,174,4,3,200.21,600.63
327,175,9,2,4886.22,9772.44
328,175,62,4,269.1,1076.4
329,176,62,1,269.1,269.1
330,177,75,2,107.38,214.76
331,177,38,4,313.65,1254.6
332,178,62,1,269.1,269.1
333,179,4,1,200.21,200.21
334,179,76,3,9.81,29.43
335,180,1,5,212.07,1060.35
336,181,42,3,80.53,241.59
337,181,68,3,19.08,57.24
338,182,71,2,1883.43,3766.86
339,183,68,3,19.08,57.24
340,183,71,2,1883.43,3766.86
341,183,61,1,1408.26,1408.26
342,184,72,3,215.38,646.14
343,185,63,1,181.06,181.06
344,185,68,1,19.08,19.08
345,185,57,3,309.44,928.32
346,186,16,2,413.4,826.8
347,187,66,4,605.81,2423.24
348,188,21,3,139.98,419.94
349,189,11,5,28.03,140.15
350,190,58,3,580.12,1740.36
351,190,71,3,1883.43,5650.29
352,191,73,3,381.37,1144.11
353,191,42,4,80.53,322.12
354,192,11,2,28.03,56.06
355,193,55,1,537.2,537.2
356,193,50,1,138.67,138.67
357,194,78,3,2851.02,8553.06
358,194,18,1,146.84,146.84
359,195,1,5,212.07,1060.35
360,195,69,1,852.39,852.39
361,195,7,5,2939.07,14695.35
362,196,70,2,150.13,300.26
363,197,36,5,142.92,714.6
364,197,19,4,77.01,308.04
365,198,63,3,181.06,543.18
366,198,12,1,3234.73,3234.73
367,199,29,4,56.79,227.16
368,200,45,5,344.12,1720.6
369,201,65,1,43.77,43.77
370,202,7,3,2939.07,8817.21
371,202,54,2,100.69,201.38
372,203,6,3,45.27,135.81
373,203,49,2,804.66,1609.32
374,204,4,2,200.21,400.42
375,205,9,2,4886.22,9772.44
376,205,14,3,506.49,1519.47
377,205,23,4,419.81,1679.24
378,205,34,1,150.04,150.04
379,206,80,1,113.53,113.53
380,207,58,1,580.12,580.12
381,208,10,5,236.68,1183.4
382,208,74,2,102.75,205.5
383,208,22,5,73.8,369.0
384,208,30,3,1115.17,3345.51
385,208,18,1,146.84,146.84
386,209,62,4,269.1,1076.4
387,209,6,1,45.27,45.27
388,210,33,3,119.54,358.62
389,210,14,3,506.49,1519.47
390,211,70,3,150.13,450.39
391,211,59,4,309.22,1236.88
392,212,16,1,413.4,413.4
393,213,33,5,119.54,597.7
394,214,2,1,159.24,159.24
395,215,45,4,344.12,1376.48
396,216,53,1,477.39,477.39
397,217,74,2,102.75,205.5
398,218,31,4,180.39,721.56
399,218,12,1,3234.73,3234.73
400,219,37,2,368.6,737.2
401,220,64,2,66.81,133.62
402,221,35,4,106.43,425.72
403,221,10,1,236.68,236.68
404,222,35,2,106.43,212.86
405,223,11,3,28.03,84.09
406,224,31,3,180.39,541.17
407,224,55,1,537.2,537.2
408,224,39,4,130.63,522.52
409,224,28,4,572.84,2291.36
410,225,9,3,4886.22,14658.66
411,226,28,3,572.84,1718.52
412,227,20,1,65.78,65.78
413,228,62,3,269.1,807.3
414,228,18,2,146.84,293.68
415,228,51,2,3965.72,7931.44
416,228,28,4,572.84,2291.36
417,228,31,4,180.39,721.56
418,229,30,3,1115.17,3345.51
419,229,65,4,43.77,175.08
420,229,47,1,145.99,145.99
421,229,75,1,107.38,107.38
422,229,54,5,100.69,503.45
423,230,24,2,33.34,66.68
424,231,59,4,309.22,1236.88
425,232,18,2,146.84,293.68
426,232,36,3,142.92,428.76
427,233,12,2,3234.73,6469.46
428,233,29,3,56.79,170.37
429,234,33,5,119.54,597.7
430,235,50,1,138.67,138.67
431,235,25,4,383.92,1535.68
432,235,36,4,142.92,571.68
433,235,62,5,269.1,1345.5
434,236,24,3,33.34,100.02
435,237,7,2,2939.07,5878.14
436,237,15,4,559.13,2236.52
437,237,59,2,309.22,618.44
438,238,63,1,181.06,181.06
439,239,49,4,804.66,3218.64
440,239,12,4,3234.73,12938.92
441,240,48,4,265.86,1063.44
442,240,61,2,1408.26,2816.52
443,240,68,2,19.08,38.16
444,240,12,3,3234.73,9704.19
445,241,1,5,212.07,1060.35
446,241,6,4,45.27,181.08
447,241,19,4,77.01,308.04
448,241,62,5,269.1,1345.5
449,241,30,4,1115.17,4460.68
450,242,69,3,852.39,2557.17
451,242,70,5,150.13,750.65
452,243,49,4,804.66,3218.64
453,244,68,2,19.08,38.16
454,244,43,5,240.77,1203.85
455,244,5,1,169.65,169.65
456,245,35,3,106.43,319.29
457,245,26,1,184.74,184.74
458,246,31,1,180.39,180.39
459,247,31,3,180.39,541.17
460,247,73,5,381.37,1906.85
461,247,76,5,9.81,49.05
462,248,61,3,1408.26,4224.78
463,248,19,2,77.01,154.02
464,249,41,3,175.34,526.02
465,250,14,2,506.49,1012.98
466,250,20,3,65.78,197.34
467,250,16,1,413.4,413.4
468,251,35,4,106.43,425.72
469,252,16,4,413.4,1653.6
470,252,79,5,66.15,330.75
471,252,77,2,149.55,299.1
472,253,70,2,150.13,300.26
473,253,15,1,559.13,559.13
474,253,4,3,200.21,600.63
475,253,74,4,102.75,411.0
476,254,65,5,43.77,218.85
477,254,71,3,1883.43,5650.29
478,254,39,2,130.63,261.26
479,255,5,5,169.65,848.25
480,256,29,1,56.79,56.79
481,256,79,4,66.15,264.6
482,256,47,3,145.99,437.97
483,257,12,1,3234.73,3234.73
484,257,9,1,4886.22,4886.22
485,257,18,1,146.84,146.84
486,258,2,5,159.24,796.2
487,258,67,4,62.15,248.6
488,259,69,5,852.39,4261.95
489,259,54,5,100.69,503.45
490,259,65,1,43.77,43.77
491,260,26,4,184.74,738.96
492,260,56,2,117.4,234.8
493,261,11,4,28.03,112.12
494,262,78,2,2851.02,5702.04
495,263,15,5,559.13,2795.65
496,264,14,5,506.49,2532.45
497,264,10,5,236.68,1183.4
498,264,16,2,413.4,826.8
499,265,11,5,28.03,140.15
500,265,22,5,73.8,369.0
501,266,10,4,236.68,946.72
502,267,67,4,62.15,248.6
503,267,56,4,117.4,469.6
504,268,49,1,804.66,804.66
505,269,29,1,56.79,56.79
506,270,77,1,149.55,149.55
507,270,5,2,169.65,339.3
508,270,31,1,180.39,180.39
509,271,15,3,559.13,1677.39
510,272,12,3,3234.73,9704.19
511,273,52,2,204.26,408.52
512,274,17,1,288.0,288.0
513,275,13,4,195.9,783.6
514,276,18,5,146.84,734.2
515,277,76,5,9.81,49.05
516,277,75,4,107.38,429.52
517,278,18,2,146.84,293.68
518,279,39,1,130.63,130.63
519,279,76,5,9.81,49.05
520,280,16,1,413.4,413.4
521,281,20,1,65.78,65.78
522,282,42,2,80.53,161.06
523,282,3,1,762.92,762.92
524,282,28,5,572.84,2864.2
525,282,5,4,169.65,678.6
526,282,51,5,3965.72,19828.6
527,283,4,5,200.21,1001.05
528,283,69,5,852.39,4261.95
529,283,33,1,119.54,119.54
530,284,40,3,875.77,2627.31
531,285,26,1,184.74,184.74
532,286,80,4,113.53,454.12
533,287,44,2,18.97,37.94
534,287,59,1,309.22,309.22
535,287,65,4,43.77,175.08
536,288,72,5,215.38,1076.9
537,288,48,4,265.86,1063.44
538,289,49,5,804.66,4023.3
539,289,29,4,56.79,227.16
540,289,48,1,265.86,265.86
541,290,45,1,344.12,344.12
542,290,3,4,762.92,3051.68
543,290,1,2,212.07,424.14
544,291,72,3,215.38,646.14
545,291,10,5,236.68,1183.4
546,291,22,1,73.8,73.8
547,292,21,3,139.98,419.94
548,292,48,1,265.86,265.86
549,293,75,3,107.38,322.14
550,293,18,4,146.84,587.36
551,294,52,3,204.26,612.78
552,294,55,3,537.2,1611.6
553,294,5,1,169.65,169.65
554,295,7,1,2939.07,2939.07
555,295,30,2,1115.17,2230.34
556,296,1,3,212.07,636.21
557,296,59,2,309.22,618.44
558,296,11,3,28.03,84.09
559,296,22,5,73.8,369.0
560,297,50,1,138.67,138.67
561,298,53,2,477.39,954.78
562,299,64,4,66.81,267.24
563,299,63,5,181.06,905.3
564,300,23,4,419.81,1679.24
565,300,79,2,66.15,132.3
566,301,4,5,200.21,1001.05
567,301,5,1,169.65,169.65
568,301,9,2,4886.22,9772.44
569,302,66,4,605.81,2423.24
570,302,17,1,288.0,288.0
571,303,27,5,146.85,734.25
572,304,18,1,146.84,146.84
573,304,69,5,852.39,4261.95
574,305,56,2,117.4,234.8
575,305,58,2,580.12,1160.24
576,306,21,5,139.98,699.9
577,306,22,5,73.8,369.0
578,306,77,4,149.55,598.2
579,307,71,4,1883.43,7533.72
580,308,63,5,181.06,905.3
581,308,10,2,236.68,473.36
582,308,61,4,1408.26,5633.04
583,309,51,2,3965.72,7931.44
584,310,12,4,3234.73,12938.92
585,311,19,1,77.01,77.01
586,311,69,1,852.39,852.39
587,312,3,3,762.92,2288.76
588,313,38,5,313.65,1568.25
589,313,37,3,368.6,1105.8
590,314,29,4,56.79,227.16
591,314,64,5,66.81,334.05
592,314,30,1,1115.17,1115.17
593,315,23,3,419.81,1259.43
594,316,64,3,66.81,200.43
595,316,63,2,181.06,362.12
596,317,32,2,112.33,224.66
597,317,9,2,4886.22,9772.44
598,317,49,4,804.66,3218.64
599,318,21,2,139.98,279.96
600,318,53,1,477.39,477.39
601,318,32,4,112.33,449.32
602,318,28,5,572.84,2864.2
603,319,33,4,119.54,478.16
604,320,21,4,139.98,559.92
605,320,34,5,150.04,750.2
606,321,43,4,240.77,963.08
607,322,50,4,138.67,554.68
608,323,63,4,181.06,724.24
609,324,36,3,142.92,428.76
610,324,42,1,80.53,80.53
611,325,43,1,240.77,240.77
612,326,27,3,146.85,440.55
613,327,28,2,572.84,1145.68
614,327,64,1,66.81,66.81
615,328,44,1,18.97,18.97
616,329,11,3,28.03,84.09
617,329,27,2,146.85,293.7
618,329,21,4,139.98,559.92
619,330,61,4,1408.26,5633.04
620,331,33,2,119.54,239.08
621,331,8,2,180.66,361.32
622,331,57,3,309.44,928.32
623,331,1,1,212.07,212.07
624,332,2,5,159.24,796.2
625,332,68,3,19.08,57.24
626,332,62,2,269.1,538.2
627,332,17,3,288.0,864.0
628,332,64,2,66.81,133.62
629,333,37,1,368.6,368.6
630,333,56,5,117.4,587.0
631,334,23,2,419.81,839.62
632,334,47,5,145.99,729.95
633,335,6,5,45.27,226.35
634,336,76,5,9.81,49.05
635,336,20,1,65.78,65.78
636,336,37,2,368.6,737.2
637,337,58,3,580.12,1740.36
638,338,22,4,73.8,295.2
639,338,9,5,4886.22,24431.1
640,338,41,1,175.34,175.34
641,338,71,1,1883.43,1883.43
642,339,68,2,19.08,38.16
643,340,38,1,313.65,313.65
644,341,26,1,184.74,184.74
645,342,18,3,146.84,440.52
646,343,58,5,580.12,2900.6
647,343,16,4,413.4,1653.6
648,343,73,3,381.37,1144.11
649,344,41,2,175.34,350.68
650,345,46,5,113.28,566.4
651,346,26,2,184.74,369.48
652,346,6,3,45.27,135.81
653,346,38,5,313.65,1568.25
654,347,43,1,240.77,240.77
655,348,57,1,309.44,309.44
656,349,75,3,107.38,322.14
657,349,64,4,66.81,267.24
658,349,18,4,146.84,587.36
659,350,52,2,204.26,408.52
660,351,35,5,106.43,532.15
661,351,41,4,175.34,701.36
662,352,15,1,559.13,559.13
663,352,56,3,117.4,352.2
664,352,22,4,73.8,295.2
665,353,28,3,572.84,1718.52
666,354,40,1,875.77,875.77
667,355,21,1,139.98,139.98
668,356,74,4,102.75,411.0
669,356,59,3,309.22,927.66
670,356,57,1,309.44,309.44
671,356,68,2,19.08,38.16
672,357,48,3,265.86,797.58
673,358,2,4,159.24,636.96
674,358,57,5,309.44,1547.2
675,358,79,1,66.15,66.15
676,359,41,3,175.34,526.02
677,360,47,1,145.99,145.99
678,361,76,5,9.81,49.05
679,361,57,4,309.44,1237.76
680,361,54,2,100.69,201.38
681,362,61,4,1408.26,5633.04
682,363,60,3,342.84,1028.52
683,364,24,4,33.34,133.36
684,364,49,3,804.66,2413.98
685,364,4,3,200.21,600.63
686,365,8,4,180.66,722.64
687,366,72,1,215.38,215.38
688,366,23,3,419.81,1259.43
689,367,24,1,33.34,33.34
690,368,43,2,240.77,481.54
691,369,40,5,875.77,4378.85
692,370,73,3,381.37,1144.11
693,370,41,4,175.34,701.36
694,371,5,4,169.65,678.6
695,371,8,5,180.66,903.3
696,371,48,2,265.86,531.72
697,372,35,1,106.43,106.43
698,372,74,2,102.75,205.5
699,373,12,3,3234.73,9704.19
700,374,50,2,138.67,277.34
701,375,4,2,200.21,400.42
702,375,47,4,145.99,583.96
703,376,23,1,419.81,419.81
704,377,29,5,56.79,283.95
705,377,39,3,130.63,391.89
706,377,3,4,762.92,3051.68
707,378,32,4,112.33,449.32
708,378,61,1,1408.26,1408.26
709,379,43,2,240.77,481.54
710,380,47,4,145.99,583.96
711,381,80,4,113.53,454.12
712,381,67,2,62.15,124.3
713,382,25,2,383.92,767.84
714,382,78,5,2851.02,14255.1
715,382,10,5,236.68,1183.4
716,383,30,1,1115.17,1115.17
717,383,28,4,572.84,2291.36
718,383,8,4,180.66,722.64
719,384,79,2,66.15,132.3
720,385,4,4,200.21,800.84
721,386,42,2,80.53,161.06
722,386,38,4,313.65,1254.6
723,387,23,2,419.81,839.62
724,387,61,3,1408.26,4224.78
725,387,70,2,150.13,300.26
726,387,34,5,150.04,750.2
727,388,27,4,146.85,587.4
728,388,11,4,28.03,112.12
729,388,78,4,2851.02,11404.08
730,388,65,2,43.77,87.54
731,389,40,2,875.77,1751.54
732,390,72,5,215.38,1076.9
733,391,35,5,106.43,532.15
734,392,22,5,73.8,369.0
735,392,5,1,169.65,169.65
736,392,59,4,309.22,1236.88
737,393,48,1,265.86,265.86
738,393,29,3,56.79,170.37
739,393,80,5,113.53,567.65
740,394,27,5,146.85,734.25
741,394,45,4,344.12,1376.48
742,394,36,5,142.92,714.6
743,394,6,2,45.27,90.54
744,395,74,3,102.75,308.25
745,396,37,2,368.6,737.2
746,396,68,3,19.08,57.24
747,396,61,1,1408.26,1408.26
748,397,23,1,419.81,419.81
749,398,61,5,1408.26,7041.3
750,398,76,2,9.81,19.62
751,399,24,5,33.34,166.7
752,399,16,4,413.4,1653.6
753,400,56,3,117.4,352.2
754,400,19,5,77.01,385.05
755,401,70,4,150.13,600.52
756,401,48,3,265.86,797.58
757,401,47,1,145.99,145.99
758,402,71,3,1883.43,5650.29
759,403,14,1,506.49,506.49
760,404,31,5,180.39,901.95
761,404,30,5,1115.17,5575.85
762,405,54,4,100.69,402.76
763,405,72,3,215.38,646.14
764,405,40,3,875.77,2627.31
765,406,72,4,215.38,861.52
766,407,18,5,146.84,734.2
767,407,2,1,159.24,159.24
768,407,26,2,184.74,369.48
769,408,72,5,215.38,1076.9
770,408,5,3,169.65,508.95
771,408,15,2,559.13,1118.26
772,409,73,4,381.37,1525.48
773,409,60,2,342.84,685.68
774,409,27,4,146.85,587.4
775,410,20,2,65.78,131.56
776,410,1,4,212.07,848.28
777,411,46,2,113.28,226.56
778,411,14,1,506.49,506.49
779,412,15,2,559.13,1118.26
780,412,51,2,3965.72,7931.44
781,413,71,1,1883.43,1883.43
782,413,41,1,175.34,175.34
783,414,28,3,572.84,1718.52
784,414,31,4,180.39,721.56
785,414,20,4,65.78,263.12
786,415,44,4,18.97,75.88
787,415,76,1,9.81,9.81
788,416,22,1,73.8,73.8
789,417,8,2,180.66,361.32
790,417,14,5,506.49,2532.45
791,417,60,5,342.84,1714.2
792,418,14,3,506.49,1519.47
793,419,59,5,309.22,1546.1
794,420,13,5,195.9,979.5
795,421,48,3,265.86,797.58
796,422,63,1,181.06,181.06
797,423,12,5,3234.73,16173.65
798,423,73,1,381.37,381.37
799,423,38,2,313.65,627.3
800,424,80,2,113.53,227.06
801,424,76,2,9.81,19.62
802,425,35,2,106.43,212.86
803,426,48,5,265.86,1329.3
804,426,24,5,33.34,166.7
805,427,15,3,559.13,1677.39
806,428,77,4,149.55,598.2
807,429,42,1,80.53,80.53
808,430,43,5,240.77,1203.85
809,431,19,1,77.01,77.01
810,432,23,1,419.81,419.81
811,432,40,2,875.77,1751.54
812,433,31,1,180.39,180.39
813,433,42,4,80.53,322.12
814,433,11,2,28.03,56.06
815,434,56,1,117.4,117.4
816,435,48,1,265.86,265.86
817,435,67,1,62.15,62.15
818,435,73,3,381.37,1144.11
819,436,6,2,45.27,90.54
820,436,62,2,269.1,538.2
821,437,34,4,150.04,600.16
822,438,50,3,138.67,416.01
823,439,78,2,2851.02,5702.04
824,440,13,4,195.9,783.6
825,440,38,2,313.65,627.3
826,440,59,5,309.22,1546.1
827,441,22,4,73.8,295.2
828,442,68,2,19.08,38.16
829,443,42,1,80.53,80.53
830,443,62,5,269.1,1345.5
831,443,37,2,368.6,737.2
832,443,53,5,477.39,2386.95
833,444,23,4,419.81,1679.24
834,445,44,3,18.97,56.91
835,445,8,3,180.66,541.98
836,445,10,1,236.68,236.68
837,446,31,3,180.39,541.17
838,447,47,5,145.99,729.95
839,447,72,5,215.38,1076.9
840,448,10,5,236.68,1183.4
841,449,39,5,130.63,653.15
842,450,34,4,150.04,600.16
843,451,68,4,19.08,76.32
844,451,59,2,309.22,618.44
845,452,24,1,33.34,33.34
846,452,37,2,368.6,737.2
847,453,16,1,413.4,413.4
848,453,22,4,73.8,295.2
849,453,42,2,80.53,161.06
